Rank,Name,Team,Position,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,SnapsPlayed,SnapsPlayedPercentage,FantasyPointSnapPercentage,FantasyPoints
199,Markus Golden,ARI,OLB,45,48,45,48,33,43,40,43,28,33,45,null,53,40,44,51,null,43,682,66.9,15.9,108.5
199,K.J. Osborn,MIN,WR,67,36,44,42,40,48,null,38,26,41,36,30,70,60,56,50,51,39,774,67.8,14,108.5
201,Rashan Gary,GB,LB,37,44,51,38,47,49,51,36,46,35,null,33,null,46,50,50,42,26,681,67.6,15.9,108.1
202,Xavier McKinney,NYG,S,63,39,61,68,78,66,64,81,69,null,78,67,69,71,71,63,66,59,1133,96.9,9.5,108
202,Cincinnati Bengals,CIN,DST,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,108
202,Adrian Phillips,NE,DB,33,55,57,67,53,67,53,55,47,46,47,44,57,null,42,58,33,68,882,82.9,12.2,108
202,Kyle Dugger,NE,DB,50,55,57,60,45,80,54,49,42,43,41,54,null,null,29,50,24,null,733,78.1,14.7,108
202,Johnathan Abram,LV,S,68,56,83,75,64,81,69,null,56,76,74,74,67,66,45,null,null,null,954,98.9,11.3,108
207,Kyle Van Noy,NE,OLB,35,null,44,75,43,71,62,42,41,37,42,48,45,null,47,71,39,68,810,81.7,13.3,107.7
208,Brian Burns,CAR,DE,47,32,46,59,51,69,54,48,47,38,50,49,null,57,61,54,32,46,840,77.3,12.8,107.65
209,Saquon Barkley,NYG,RB,29,58,60,56,6,null,null,null,null,null,36,52,49,38,37,26,30,36,513,61.2,21,107.6
209,Chase Claypool,PIT,WR,39,43,76,null,36,63,null,72,58,null,63,61,38,44,31,59,71,69,823,80.2,13.1,107.6
211,Tracy Walker III,DET,S,54,65,39,35,56,61,63,57,null,48,74,70,76,null,null,0,72,66,836,83.8,12.8,107.3
211,Justin Simmons,DEN,S,61,56,50,73,65,56,71,70,62,64,null,71,57,63,53,67,67,78,1084,99.8,9.9,107.3
213,Marvin Jones Jr.,JAX,WR,67,49,66,52,66,57,null,69,51,56,42,71,49,54,65,60,45,61,980,90.3,10.9,107.2
214,Philadelphia Eagles,PHI,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,107
214,Chicago Bears,CHI,DST,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,107
216,Zach Ertz,ARI,TE,41,37,30,37,40,46,35,43,56,45,63,null,41,65,67,63,69,70,848,74.3,12.6,106.7
216,Sam Hubbard,CIN,DE,72,53,64,49,53,38,53,72,44,null,40,32,60,68,68,59,52,null,877,85.5,12.2,106.7
218,Brandon Jones,MIA,S,11,41,36,2,55,48,63,70,65,73,37,null,null,null,36,38,47,0,622,62.3,17.1,106.4
219,Cleveland Browns,CLE,DST,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,106
219,Joe Schobert,PIT,ILB,66,66,42,69,49,50,null,52,52,68,63,66,74,58,57,60,null,29,921,84.1,11.5,106
221,Marquez Callaway,NO,WR,52,32,38,56,46,null,68,59,60,52,50,34,48,50,52,41,49,46,833,76.4,12.7,105.8
222,Logan Wilson,CIN,LB,72,62,67,56,55,45,59,80,48,null,45,39,18,null,null,null,61,null,707,86.1,15,105.7
223,DeAndre Hopkins,ARI,WR,61,59,61,75,56,67,59,15,null,null,null,null,39,68,null,null,null,null,560,83.3,18.8,105.2
224,Tyrann Mathieu,KC,FS,null,76,66,74,57,59,68,60,63,37,67,null,77,47,80,43,70,54,998,94.6,10.5,105.1
224,Lavonte David,TB,ILB,84,72,65,59,28,null,null,76,null,73,58,69,69,78,56,null,null,null,787,96,13.4,105.1
226,DeForest Buckner,IND,DT,47,52,52,44,60,53,47,59,65,46,40,52,31,null,59,50,48,39,844,78.2,12.4,104.55
227,Jeffery Simmons,TEN,DT,53,45,58,57,58,69,47,72,62,57,58,57,null,41,44,54,48,52,932,85,11.2,104.45
228,Leonard Williams,NYG,DL,51,57,49,62,56,52,53,68,61,null,58,53,50,13,46,45,61,53,888,76,11.8,104.35
229,Devontae Booker,NYG,RB,24,10,null,7,60,54,59,56,41,null,21,10,23,28,28,41,27,30,519,50.3,20.1,104.1
230,Tremaine Edmunds,BUF,LB,58,45,54,34,86,53,null,69,61,null,null,48,51,83,71,64,53,43,873,94.8,11.9,104
231,Charles Harris,DET,DL,15,26,45,52,46,46,52,53,null,69,55,62,53,61,64,46,64,63,872,76.4,11.9,103.5
232,Tim Patrick,DEN,WR,46,51,51,56,57,72,47,50,48,53,null,50,67,52,71,36,null,42,849,83.2,12.2,103.4
233,Jakobi Meyers,NE,WR,74,52,69,56,58,34,59,71,55,48,56,52,27,null,64,48,56,52,931,84.3,11.1,103.3
234,Quandre Diggs,SEA,FS,76,88,75,70,67,73,73,76,null,74,83,84,58,72,66,74,63,56,1228,97,8.4,103
235,Cedrick Wilson Jr.,DAL,WR,34,36,29,35,52,44,null,42,51,1,42,54,null,9,1,26,30,42,528,45.6,19.5,102.82
236,A.J. Green,ARI,WR,55,51,53,67,49,68,60,56,null,38,57,null,36,56,56,56,61,68,887,80.5,11.6,102.8
237,Allen Lazard,GB,WR,39,42,42,57,55,50,51,null,53,44,null,53,null,53,49,51,56,21,716,72.8,14.3,102.5
237,Xavien Howard,MIA,CB,75,62,80,71,62,null,63,73,69,73,59,45,65,null,57,50,61,61,1026,97.9,10,102.5
239,Washington Commanders,WAS,DST,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,101
240,Rhamondre Stevenson,NE,RB,5,null,null,null,22,18,null,12,17,37,22,20,32,null,31,null,40,9,265,34.1,38.1,100.9
241,Nasir Adderley,LAC,S,40,62,79,57,72,null,null,75,52,null,69,59,76,68,72,68,60,80,989,97.7,10.1,100.35
242,Chase Edmonds,ARI,RB,40,39,44,52,37,28,49,35,1,null,null,null,null,null,29,60,61,null,475,57.4,21.1,100.3
242,Terrell Edmunds,PIT,S,85,66,37,72,60,65,null,59,62,71,76,68,65,68,80,69,71,71,1145,98.2,8.8,100.3
244,Anthony Brown,DAL,CB,65,71,54,69,64,53,null,62,76,54,67,87,70,68,63,48,76,null,1047,98,9.6,100
245,L'Jarius Sneed,KC,CB,59,73,63,74,57,59,66,59,61,41,67,null,77,null,null,45,67,50,918,94.5,10.8,99.6
246,Desmond King II,HOU,DB,57,15,36,71,62,8,71,null,74,null,81,67,64,60,69,62,62,68,927,86.5,10.7,99.5
247,Germaine Pratt,CIN,LB,37,39,36,44,39,22,47,56,44,null,32,29,62,71,75,59,null,null,692,71.7,14.4,99.4
248,Christian Kirksey,HOU,OLB,74,61,73,63,64,48,71,61,null,null,null,null,62,61,null,21,62,68,789,93.6,12.5,99
249,Von Miller,LAR,LB,44,45,38,62,58,50,33,null,null,45,null,61,47,61,48,56,59,57,764,78,12.9,98.9
250,A.J. Terrell,ATL,CB,68,44,null,67,56,null,50,74,76,56,62,67,70,64,57,67,76,70,1024,93.7,9.6,98.7
251,Clyde Edwards-Helaire,KC,RB,47,33,49,35,22,null,null,null,null,null,32,null,29,23,51,21,null,null,342,50.3,28.8,98.6
251,Tyus Bowser,BAL,OLB,51,31,47,44,44,35,45,null,42,48,49,57,55,60,52,70,58,46,834,76.7,11.8,98.6
253,Rasul Douglas,GB,CB,null,null,null,null,null,52,58,59,65,42,54,62,null,59,70,68,46,45,680,89.1,14.5,98.5
254,Landon Collins,WAS,SS,65,52,46,76,56,68,24,47,null,44,47,40,null,71,39,null,null,null,675,79,14.5,98.2
255,Anthony Walker Jr.,CLE,LB,62,null,null,null,55,59,50,74,62,52,48,68,null,null,42,43,49,37,701,80.6,14,98
255,Adrian Amos,GB,S,60,57,70,60,67,61,72,59,65,61,70,62,null,62,70,68,46,38,1048,97.3,9.4,98
257,Russell Gage,ATL,WR,49,38,null,null,null,null,40,36,48,35,40,46,53,52,48,40,42,45,612,73.2,15.8,97
258,Javon Hargrave,PHI,DT,40,50,50,44,49,59,49,31,52,50,49,45,37,null,31,40,53,null,729,68.9,13.3,96.95
259,Troy Reeder,LAR,LB,19,43,16,27,51,22,56,39,48,52,null,63,29,7,24,54,68,63,681,59,14.2,96.4
260,Preston Smith,GB,LB,38,46,57,36,49,8,null,35,48,53,53,46,null,44,55,52,43,26,689,68.6,13.9,96
260,Kamren Curl,WAS,S,37,51,62,60,50,82,56,50,null,44,46,47,59,71,null,73,61,29,878,84.7,10.9,96
260,Jordan Fuller,LAR,DB,69,66,73,78,65,65,69,30,56,68,null,82,54,78,null,63,71,42,1029,93.7,9.3,96
263,Jevon Holland,MIA,S,24,50,42,19,72,66,63,73,68,73,58,45,65,null,null,50,63,62,893,84.5,10.7,95.9
263,Bryce Hall,NYJ,CB,64,56,63,100,77,null,76,55,62,55,71,57,71,68,69,70,74,81,1169,98.4,8.2,95.9
265,Chuck Clark,BAL,SS,86,51,63,61,69,56,63,null,54,69,59,60,59,65,null,76,58,76,1025,99.9,9.3,95.7
266,Jadeveon Clowney,CLE,DE,50,46,39,49,null,58,39,55,53,44,39,54,null,58,null,null,61,32,677,74.1,14.1,95.35
267,Elijah Moore,NYJ,WR,56,57,26,null,23,null,37,30,46,43,48,59,51,null,null,null,null,null,476,63.6,20,95.2
268,Kendall Fuller,WAS,CB,76,67,79,76,53,82,56,53,null,48,51,47,58,84,null,53,61,60,1004,96.9,9.5,95.1
269,Byron Murphy Jr.,ARI,CB,58,61,68,48,null,59,44,73,59,72,49,null,61,58,65,70,64,58,967,95,9.8,94.55
270,Mike Davis,ATL,RB,54,46,37,51,50,null,38,34,33,20,26,30,38,39,27,26,27,18,594,56.5,15.9,94.2
271,Alexander Mattison,MIN,RB,9,13,51,23,44,12,null,8,9,12,12,22,65,13,null,47,19,18,377,35,24.9,93.9
272,Jamaal Williams,DET,RB,32,22,31,21,22,19,20,null,null,null,13,31,34,null,null,28,20,24,317,37.7,29.6,93.8
273,Latavius Murray,BAL,RB,21,27,19,45,36,26,null,null,null,null,30,36,14,20,29,17,19,39,378,37.9,24.8,93.6
274,Darius Slay,PHI,CB,70,68,76,67,71,75,66,46,44,46,39,59,59,null,55,51,63,null,955,90.3,9.7,93
274,Seattle Seahawks,SEA,DST,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,93
276,Marshon Lattimore,NO,CB,36,null,72,63,83,null,56,61,58,58,78,66,69,66,73,62,61,36,998,95.9,9.3,92.5
277,Courtland Sutton,DEN,WR,53,53,51,58,54,71,47,46,65,55,null,45,68,59,69,33,52,41,920,85.1,10,92.24
278,Robert Woods,LAR,WR,40,58,57,65,66,58,63,58,78,null,null,null,null,null,null,null,null,null,543,92.5,17,92.2
278,Elandon Roberts,MIA,LB,36,19,47,50,44,31,44,49,39,28,29,21,35,null,32,34,46,37,621,55.7,14.8,92.2
278,Marcus Davenport,NO,DE,26,null,null,null,null,null,35,40,43,46,49,null,null,36,49,46,38,29,437,63.6,21.1,92.2
281,Mike Gesicki,MIA,TE,21,47,55,36,42,49,60,67,59,56,51,59,46,null,45,49,47,39,828,71.8,11.1,92
282,Pat Freiermuth,PIT,TE,29,33,30,32,32,45,null,58,51,54,39,47,44,55,22,null,62,50,683,62,13.4,91.7
283,Jessie Bates III,CIN,S,82,65,83,null,64,49,63,84,48,null,47,39,63,71,75,59,61,null,953,98.2,9.6,91.5
284,Miles Sanders,PHI,RB,47,39,35,47,50,43,12,null,null,null,36,22,41,null,35,19,null,null,426,53.3,21.4,91.2
285,New York Giants,NYG,DST,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,91
285,Noah Fant,DEN,TE,51,53,58,57,58,72,45,41,null,44,null,53,58,50,60,38,53,52,843,84,10.8,91
287,Gabe Davis,BUF,WR,43,21,23,31,14,26,null,32,19,30,19,28,16,65,63,null,66,75,571,51,15.9,90.9
287,Taron Johnson,BUF,CB,58,60,54,null,85,50,null,69,11,66,61,48,22,83,71,45,52,43,878,86.8,10.4,90.9
289,Malcolm Jenkins,NO,SS,48,74,72,63,83,null,56,61,59,60,78,66,70,66,74,null,61,50,1041,99,8.7,90.8
290,D.J. Wonnum,MIN,OLB,47,51,34,53,40,36,null,53,72,53,53,61,64,67,64,65,69,70,952,78.8,9.5,90.7
290,Anthony Barr,MIN,LB,null,null,null,null,68,74,null,73,98,null,55,44,null,74,73,70,75,80,784,96.1,11.6,90.7
292,Christian McCaffrey,CAR,RB,57,54,22,null,null,null,null,null,29,44,46,20,null,null,null,null,null,null,272,60,33.3,90.5
293,Jourdan Lewis,DAL,CB,49,51,46,60,48,28,null,40,49,36,54,71,58,62,51,null,49,49,801,73.8,11.3,90.45
294,Kenneth Gainwell,PHI,RB,25,19,18,29,16,12,35,20,11,20,null,11,27,null,6,2,8,39,298,28.6,30.3,90.4
295,Avonte Maddox,PHI,CB,45,21,48,58,55,51,47,37,22,48,58,43,49,null,46,46,56,null,730,69,12.4,90.35
296,Trevor Siemian,NO,QB,null,null,null,null,null,null,null,56,73,62,65,57,null,null,null,null,null,46,359,86.9,25.1,90.16
297,Myles Jack,JAX,LB,71,69,67,58,34,null,null,57,67,64,64,60,59,71,59,null,62,57,919,93.8,9.8,90
298,Emmanuel Sanders,BUF,WR,79,50,63,51,45,71,null,56,66,35,44,51,46,25,null,65,null,null,747,77,12,89.7
299,D.J. Reed,SEA,CB,76,88,75,76,67,73,73,49,null,74,null,84,58,68,null,null,63,76,1000,95.9,8.9,89
300,Jamal Adams,SEA,SS,76,88,75,76,67,75,74,76,null,74,80,84,27,null,null,null,null,null,872,96.2,10.1,88.5
300,Jordan Whitehead,TB,S,null,57,42,48,49,52,56,65,null,69,58,68,null,null,61,57,61,53,796,88.9,11.1,88.5
302,Kareem Hunt,CLE,RB,28,23,33,41,32,41,null,null,null,null,null,23,null,13,null,null,null,null,234,43.7,37.6,88
302,Carolina Panthers,CAR,DST,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,88
304,Krys Barnes,GB,LB,47,25,10,null,23,13,17,38,42,26,37,38,null,36,43,36,37,59,527,51.8,16.6,87.3
305,Cory Littleton,LV,LB,57,39,61,73,56,56,46,null,50,57,61,53,23,19,5,5,0,0,661,57,13.2,87.05
305,Will Harris,DET,CB,55,65,44,43,65,61,65,33,null,81,69,63,58,54,75,46,67,68,1012,88.7,8.6,87.05
307,Houston Texans,HOU,DST,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,87
307,Yannick Ngakoue,LV,DE,33,27,61,55,53,60,55,null,38,56,44,58,54,47,40,31,47,75,834,72,10.4,87
307,Mike Hilton,CIN,CB,66,59,73,44,49,45,27,66,22,null,44,37,57,47,58,46,53,10,803,73.5,10.8,87
310,Carlos Dunlap,SEA,DE,40,26,42,47,20,39,29,39,null,31,17,4,7,28,21,33,15,43,481,38,18.1,86.95
311,Uchenna Nwosu,LAC,LB,28,30,47,31,40,53,null,48,32,55,46,44,57,39,63,59,52,58,782,67.8,11.1,86.6
312,Cam Newton,CAR,QB,null,null,null,null,null,null,null,null,null,9,51,40,null,48,76,26,1,1,252,48.1,34.3,86.36
313,Azeez Ojulari,NYG,OLB,34,45,31,37,48,41,43,66,59,null,61,60,41,39,47,43,39,46,780,66.7,11.1,86.3
314,Larry Ogunjobi,CIN,DT,59,49,57,36,37,38,44,62,43,null,38,30,51,56,50,36,38,null,724,70.6,11.9,86.15
315,Denico Autry,TEN,DL,30,37,46,50,48,46,32,51,56,53,52,40,null,35,29,38,32,34,709,64.7,12.1,86.05
316,Tyler Higbee,LAR,TE,52,59,49,54,56,66,65,46,76,54,null,62,63,null,null,64,56,61,883,91.5,9.7,86
316,Tavierre Thomas,HOU,DB,28,6,21,46,31,34,46,60,50,null,68,38,42,40,56,48,30,43,687,60.5,12.5,86
316,Alec Ogletree,CHI,ILB,41,39,50,56,35,44,38,36,null,null,47,41,23,57,64,45,48,33,697,70.7,12.3,86
319,Jaelan Phillips,MIA,LB,22,18,49,29,57,54,15,61,37,41,38,28,29,null,41,26,23,35,603,54.1,14.2,85.65
320,Boston Scott,PHI,RB,0,0,4,0,0,0,23,29,25,20,29,34,3,null,0,20,32,null,219,20.9,39.1,85.6
320,Zach Allen,ARI,DE,36,38,28,29,44,null,null,57,47,65,33,null,62,45,53,51,42,55,685,70.7,12.5,85.6
322,Robbie Anderson,CAR,WR,52,56,47,59,62,64,61,55,54,51,47,51,null,62,76,67,60,54,978,85.1,8.7,85.5
322,Jalen Reeves-Maybin,DET,OLB,2,3,27,38,41,34,47,26,null,57,48,35,null,null,72,46,72,68,616,61.8,13.9,85.5
324,Nick Vigil,MIN,ILB,69,61,53,78,25,9,null,30,57,59,14,57,72,10,34,9,null,82,719,63.5,11.8,85.2
325,D'Ernest Johnson,CLE,RB,0,3,5,0,0,12,49,18,16,52,26,6,null,14,18,26,39,47,331,29.9,25.7,85.1
325,Odell Beckham Jr.,LAR,WR,null,null,52,62,58,32,43,43,null,15,null,61,36,42,50,64,57,51,666,72.2,12.8,85.1
327,D'Onta Foreman,TEN,RB,null,null,null,null,null,null,null,null,12,21,15,31,null,23,31,21,41,35,230,38,36.9,84.9
327,J.D. McKissic,WAS,RB,20,31,25,27,34,36,46,32,null,28,31,33,null,null,null,null,null,null,343,45.4,24.8,84.9
329,Byron Pringle,KC,WR,11,11,30,17,26,32,34,43,30,46,40,null,41,40,46,55,29,55,586,49,14.5,84.8
330,Pat Surtain II,DEN,CB,16,56,50,63,65,55,71,70,31,64,null,71,57,54,53,69,57,null,902,89.5,9.4,84.5
330,Amani Oruwariye,DET,CB,55,65,58,58,67,72,65,51,null,87,74,70,73,68,75,null,null,null,938,98.2,9,84.5
332,Kalif Raymond,DET,WR,69,36,47,53,46,56,56,49,null,47,34,39,35,42,45,46,null,42,742,71.4,11.4,84.4
332,Jared Cook,LAC,TE,47,42,46,39,50,36,null,33,29,34,38,37,35,31,43,39,null,65,644,57,13.1,84.4
334,T.J. Hockenson,DET,TE,78,53,53,58,55,52,55,47,null,67,42,37,61,null,null,null,null,null,658,83.8,12.8,84.3
335,Andy Dalton,CHI,QB,64,23,null,null,3,null,null,null,null,null,29,70,76,null,null,null,65,82,412,74.8,20.4,84.2
336,Jimmie Ward,SF,DB,75,58,63,56,61,null,68,64,null,55,46,55,70,67,60,62,67,65,992,97.9,8.4,83.5
336,Quinnen Williams,NYJ,NT,39,39,35,59,50,null,50,33,42,32,44,39,49,35,22,null,null,46,614,59,13.6,83.5
336,Zach Cunningham,HOU,LB,74,43,73,null,33,14,15,19,75,null,81,67,null,null,33,43,40,37,647,71.5,12.9,83.5
339,Brandon Bolden,NE,RB,2,0,33,19,24,11,21,25,29,18,17,19,6,null,38,34,18,28,342,31,24.3,83.1
340,Chris Jones,KC,DT,47,57,40,58,null,null,39,42,45,33,50,null,51,39,null,35,55,37,628,68.4,13.2,83.05
341,Ty Johnson,NYJ,RB,35,33,31,20,22,null,21,24,32,25,20,23,28,48,null,1,31,15,409,39.3,20.3,83
341,Baltimore Ravens,BAL,DST,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,83
341,Kareem Jackson,DEN,S,61,56,50,73,55,55,69,69,61,58,null,null,55,49,52,69,65,null,897,95.7,9.3,83
344,Tyler Huntley,BAL,QB,null,null,null,null,null,4,12,null,null,null,81,null,null,64,70,null,71,71,373,73.3,22.2,82.64
345,Chidobe Awuzie,CIN,CB,83,65,41,null,57,49,63,83,46,null,47,39,38,58,null,47,61,null,777,86.8,10.6,82.5
346,Zack Moss,BUF,RB,null,18,44,40,42,42,null,47,19,28,16,null,24,null,null,26,16,18,380,42.3,21.6,82.2
347,Rasheem Green,SEA,DL,53,56,42,52,48,50,38,44,null,33,64,61,38,59,51,59,40,58,846,66.8,9.7,82.15
348,Bobby McCain,WAS,S,69,37,55,76,53,82,56,53,null,48,51,47,58,82,71,72,61,60,1031,93.1,8,82
348,Andrew Wingard,JAX,S,55,51,67,58,64,70,null,52,67,64,69,60,67,71,59,58,null,null,932,95.2,8.8,82
350,Mecole Hardman,KC,WR,45,40,51,35,59,49,49,40,42,24,12,null,9,23,31,30,19,65,623,52.1,13.1,81.9
351,Tyrod Taylor,HOU,QB,78,26,null,null,null,null,null,null,69,null,64,57,29,null,null,null,null,null,323,84.8,25.3,81.74
352,Mark Ingram II,NO,RB,36,19,19,10,26,33,21,22,26,57,47,null,30,null,30,24,null,null,400,44.5,20.4,81.6
352,Lorenzo Carter,NYG,OLB,58,53,32,40,48,48,27,null,null,null,null,43,34,43,49,44,47,51,617,65.6,13.2,81.6
354,Chris Wormley,PIT,DL,40,48,43,56,41,45,null,43,50,43,57,45,55,50,56,null,null,57,729,71.1,11.2,81.55
355,Paulson Adebo,NO,CB,57,75,72,63,61,null,37,33,39,37,41,44,44,48,41,47,61,50,850,76.1,9.6,81.5
356,Trevis Gipson,CHI,DL,7,null,26,25,12,18,54,45,40,null,52,36,31,32,37,26,20,29,490,48.9,16.6,81.35
357,Greg Rousseau,BUF,DE,30,49,30,18,36,25,null,31,33,37,41,32,23,33,33,30,26,24,531,50.1,15.3,81.2
358,Kenny Young,LAR,LB,69,43,73,77,42,42,38,39,41,62,null,43,45,31,null,null,null,null,645,73.4,12.6,81.1
358,Nate Hobbs,LV,CB,34,46,71,62,41,64,64,null,31,69,58,59,49,61,null,0,47,82,838,76,9.7,81.1
360,Jarvis Landry,CLE,WR,51,2,null,null,null,null,38,53,32,47,48,56,null,54,null,54,50,48,533,70,15.2,81
361,Darious Williams,LAR,CB,69,66,73,78,58,null,null,null,35,68,null,81,58,78,57,63,71,70,925,96.8,8.7,80.5
362,Arik Armstead,SF,DL,60,39,48,38,42,null,55,55,54,42,35,48,55,49,44,53,51,52,820,75.7,9.8,80.3
363,Daron Payne,WAS,DT,61,51,63,55,49,53,42,40,null,38,39,31,47,67,65,45,48,43,837,75.6,9.6,80.25
364,Al-Quadin Muhammad,IND,DL,38,36,53,43,60,49,47,57,55,45,36,57,29,null,47,48,46,55,801,74.2,10,80.1
364,Josh Bynes,BAL,ILB,null,null,14,4,null,43,46,null,45,51,43,32,41,45,36,53,41,45,539,61.1,14.9,80.1
366,Marcus Williams,NO,S,48,75,72,63,82,null,56,61,59,51,78,66,70,66,74,65,null,50,1036,98.1,7.7,80
366,Nik Needham,MIA,CB,35,2,57,51,56,41,24,49,44,4,28,38,38,null,57,21,24,38,607,54.5,13.2,80
368,Jeremiah Owusu-Koramoah,CLE,LB,25,18,23,35,68,64,null,null,null,21,14,68,null,72,62,44,61,23,598,65.1,13.3,79.75
369,Rex Burkhead,HOU,RB,10,11,8,3,null,5,4,30,21,null,27,35,24,36,38,42,44,40,378,37.5,21,79.3
369,C.J. Uzomah,CIN,TE,51,40,33,48,56,50,52,48,48,null,54,45,66,58,42,49,63,null,803,76.8,9.9,79.3
371,Josh Sweat,PHI,DE,39,28,49,46,53,59,49,30,42,37,42,41,34,null,33,32,41,null,655,61.9,12.1,79.25
372,Antonio Brown,TB,WR,42,28,null,40,42,37,null,null,null,null,null,null,null,null,null,53,26,null,268,54,29.5,79.1
373,Tyson Campbell,JAX,CB,29,55,67,58,null,null,null,55,67,64,57,58,57,59,56,55,72,55,864,88.7,9.1,79
374,Darren Waller,LV,TE,81,61,66,53,64,46,null,null,61,49,44,21,null,null,null,null,null,62,608,80.9,12.9,78.5
374,Brandin Echols,NYJ,CB,46,40,41,16,59,null,59,55,62,29,null,null,null,68,67,70,67,81,760,76.8,10.3,78.5
374,David Long Jr.,TEN,LB,null,53,61,60,71,77,72,80,69,null,null,null,null,null,null,null,34,57,634,94.2,12.4,78.5
377,Kwon Alexander,NO,LB,34,null,null,null,null,null,16,27,46,34,65,50,57,61,59,null,47,39,535,70.6,14.7,78.45
378,Alex Anzalone,DET,LB,55,65,58,58,67,72,61,65,null,87,74,70,76,15,5,null,null,null,828,86.7,9.5,78.3
379,Los Angeles Chargers,LAC,DST,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
380,Austin Johnson,NYG,DL,33,33,39,40,45,41,39,52,33,null,37,28,38,52,39,34,50,31,664,56.8,11.7,77.85
381,Michael Carter II,NYJ,CB,0,41,41,75,44,null,59,52,46,34,66,53,40,null,62,null,63,66,742,71,10.4,77.5
382,Cole Beasley,BUF,WR,77,39,52,36,22,67,null,52,45,9,32,46,40,63,32,null,37,42,691,61.8,11.2,77.3
382,Tyler Conklin,MIN,TE,59,49,54,57,50,76,null,54,47,67,56,44,72,49,47,61,50,32,924,81,8.4,77.3
382,Devin Bush,PIT,LB,73,null,38,65,25,55,null,44,52,68,60,57,65,58,53,null,null,49,762,79.4,10.1,77.3
385,Deonte Harty,NO,WR,27,21,19,33,2,null,null,24,23,26,27,23,28,null,null,null,24,21,298,35.8,25.9,77.1
386,James Bradberry,NYG,CB,66,71,60,68,77,66,64,80,68,null,78,67,69,69,70,63,64,59,1159,99.1,6.6,77
387,Drue Tranquill,LAC,LB,3,11,34,51,54,null,null,57,40,null,44,51,66,53,48,20,null,29,561,58.9,13.7,76.9
388,Donte Jackson,CAR,CB,63,44,55,59,61,84,63,49,61,51,60,68,null,null,null,null,null,null,718,94.2,10.7,76.5
388,Odafe Oweh,BAL,OLB,48,38,50,42,45,41,38,null,30,45,41,36,35,35,36,55,null,null,615,64.5,12.4,76.5
390,Jonathan Greenard,HOU,DL,null,null,40,18,34,27,38,41,44,null,null,45,38,44,null,null,37,7,413,52.4,18.4,76
390,Terrance Mitchell,HOU,CB,74,41,null,59,62,48,63,64,75,null,81,56,62,25,null,null,62,24,796,85.5,9.5,76
392,Shelby Harris,DEN,DE,32,33,28,40,42,32,40,39,36,40,null,null,34,34,28,37,38,33,566,55.8,13.4,75.9
393,Donovan Peoples-Jones,CLE,WR,47,46,53,46,49,46,null,null,29,50,null,45,null,60,52,59,64,53,699,77.4,10.8,75.7
394,Charvarius Ward,KC,CB,58,73,null,null,null,null,43,57,63,27,67,null,77,47,77,45,67,52,753,87.8,10,75.5
395,Leighton Vander Esch,DAL,LB,14,37,44,40,31,28,null,33,51,20,49,53,39,28,33,41,57,65,663,58.1,11.3,75.2
396,Bryan Edwards,LV,WR,57,49,63,51,51,43,59,null,64,43,39,63,40,39,48,null,46,56,811,75.7,9.3,75.1
397,Dawuane Smoot,JAX,DL,36,36,41,35,41,54,null,36,55,41,36,30,42,46,48,53,null,46,676,65.3,11.1,74.85
398,Zach Sieler,MIA,DT,28,33,42,39,32,29,26,14,21,26,19,23,33,null,28,38,50,37,518,46.5,14.4,74.8
399,P.J. Williams,NO,CB,21,47,30,1,18,null,16,17,30,38,72,60,48,36,22,64,25,null,545,51.1,13.7,74.6
400,Elijah Molden,TEN,CB,41,9,10,0,23,72,69,54,64,51,32,41,null,52,43,null,34,37,632,60.9,11.8,74.5
401,Daniel Sorensen,KC,S,59,76,60,73,57,19,16,27,22,27,33,null,39,57,39,45,30,19,698,62.7,10.7,74.4
402,D.J. Jones,SF,DT,39,30,31,28,26,null,50,37,41,23,18,31,42,35,35,24,26,34,550,50.8,13.5,74
402,Eddie Jackson,CHI,DB,52,55,81,71,67,59,73,2,null,null,null,49,53,65,null,56,56,48,787,93.6,9.4,74
404,Khari Willis,IND,SS,54,59,46,null,19,73,56,16,null,null,null,null,45,null,67,null,62,68,565,80.6,13.1,73.75
404,Ed Oliver,BUF,DT,36,40,31,23,54,31,null,45,36,41,32,35,23,51,44,43,32,26,623,58.8,11.8,73.75
406,Fletcher Cox,PHI,DT,41,51,44,46,51,61,56,27,57,46,50,44,44,null,39,40,52,null,749,70.8,9.8,73.65
